,index,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,seasons,option_buy,median_price_zipcode,sell_price_summer,sell_price_winter,sell_price_autumn,sell_price_spring
3872,7727,4239400730,2014-06-25,152000.0,3,1.0,1090,3264,1.0,no,0,4,6,1090.0,0,1969,0,98092,47.3155,-122.182,1090,3330,06-25,summer,buy,309780.0,197600.0,197600.0,197600.0,197600.0
3873,7728,1826059042,2014-09-23,402000.0,3,2.5,1970,12205,2.0,no,0,4,8,1970.0,0,1990,0,98011,47.7397,-122.209,2640,9636,09-23,autumn,buy,470000.0,522600.0,522600.0,522600.0,522600.0
3874,7729,3869900155,2015-03-26,340000.0,2,2.0,1250,1178,2.0,no,0,3,7,980.0,270,1996,0,98136,47.5426,-122.387,1270,1242,03-26,spring,buy,489950.0,442000.0,442000.0,442000.0,442000.0
3875,7732,5347200175,2015-03-19,299800.0,2,1.0,1310,2814,1.0,no,0,3,6,810.0,500,1944,0,98126,47.5185,-122.376,1300,1344,03-19,winter,buy,395750.0,389740.0,389740.0,389740.0,389740.0
3876,7734,1962200037,2014-05-02,626000.0,3,2.25,1750,1572,2.5,no,0,3,9,1470.0,280,2005,0,98102,47.6498,-122.321,2410,3050,05-02,spring,buy,720000.0,813800.0,813800.0,813800.0,813800.0
3877,7736,3905080730,2015-02-23,535500.0,3,2.5,2050,4976,2.0,no,0,3,8,2050.0,0,1994,0,98029,47.5689,-121.995,2050,5153,02-23,winter,buy,575000.0,696150.0,696150.0,696150.0,696150.0
3878,7741,3586500665,2015-01-12,530000.0,3,1.0,1440,27505,1.0,no,0,3,8,1440.0,0,1951,0,98177,47.7553,-122.37,2430,16400,01-12,winter,buy,554000.0,583000.0,689000.0,583000.0,689000.0
3879,7742,2582500110,2014-10-07,305000.0,4,2.5,2230,6487,2.0,no,0,3,7,2230.0,0,2003,0,98092,47.3287,-122.169,2230,6882,10-07,autumn,buy,309780.0,335500.0,335500.0,396500.0,396500.0
3880,7743,6749700031,2014-06-09,345000.0,3,2.5,1210,1420,3.0,no,0,3,8,1210.0,0,2008,0,98103,47.6977,-122.349,1190,1407,06-09,spring,buy,550000.0,448500.0,448500.0,448500.0,448500.0
3881,7744,4136800205,2015-02-19,258000.0,2,2.0,750,6553,1.5,no,2,3,7,750.0,0,1945,0,98178,47.4982,-122.221,1140,7500,02-19,winter,buy,278277.0,335400.0,335400.0,335400.0,335400.0
3882,7745,3438503120,2015-03-30,275000.0,4,1.0,1770,7345,1.5,no,0,3,7,1770.0,0,1966,0,98106,47.5393,-122.351,1580,7345,03-30,spring,buy,315000.0,357500.0,357500.0,357500.0,357500.0
3883,7747,4099501215,2014-06-03,713250.0,3,2.0,2050,9000,1.0,no,0,4,7,2050.0,0,1951,0,98040,47.5885,-122.245,2910,8856,06-03,spring,buy,993750.0,927225.0,927225.0,927225.0,927225.0
3884,7748,3325069025,2015-05-08,500000.0,3,1.0,2000,21780,1.0,no,0,3,8,1480.0,520,1978,0,98074,47.6064,-122.039,2000,45738,05-08,spring,buy,642000.0,650000.0,650000.0,650000.0,650000.0
3885,7750,3031200246,2014-07-11,250000.0,3,1.0,920,4429,1.0,no,0,3,7,920.0,0,1952,0,98118,47.5369,-122.291,1320,7860,07-11,summer,buy,367500.0,325000.0,325000.0,325000.0,325000.0
3886,7752,4046700210,2014-06-29,345000.0,3,2.0,1610,15005,1.0,no,0,4,7,1610.0,0,1986,0,98014,47.6886,-121.911,1610,15479,06-29,summer,buy,415000.0,448500.0,379500.00000000006,448500.0,448500.0
3887,7755,2806800090,2014-11-04,390000.0,3,1.75,2200,8036,1.0,no,0,3,7,1270.0,930,1978,0,98011,47.7763,-122.209,1850,7563,11-04,autumn,buy,470000.0,507000.0,507000.0,507000.0,507000.0
3888,7756,312000265,2015-05-04,375000.0,2,1.0,790,5120,1.0,no,0,3,6,790.0,0,1950,0,98136,47.557,-122.395,1250,5120,05-04,spring,buy,489950.0,487500.0,487500.0,487500.0,487500.0
3889,7757,2938200040,2014-12-11,224950.0,3,1.5,1630,9282,1.0,no,0,4,7,1630.0,0,1963,0,98022,47.2021,-122.002,1420,9282,12-11,autumn,buy,279500.0,292435.0,292435.0,292435.0,292435.0
3890,7760,179000100,2014-08-26,174000.0,2,1.0,600,4854,1.0,no,0,5,6,600.0,0,1922,0,98168,47.4927,-122.28,1470,5000,08-26,summer,buy,235000.0,226200.0,226200.0,226200.0,226200.0
3891,7761,7812800865,2014-11-19,170000.0,2,1.0,810,9882,1.0,no,0,3,6,810.0,0,1944,0,98178,47.4925,-122.239,950,7200,11-19,autumn,buy,278277.0,221000.0,221000.0,221000.0,221000.0
3892,7762,809002390,2015-01-15,658000.0,3,1.5,1660,3190,1.5,no,0,3,7,1660.0,0,1919,0,98109,47.6368,-122.351,2200,3240,01-15,winter,buy,736000.0,855400.0,855400.0,855400.0,855400.0
3893,7763,2925059294,2015-03-27,860000.0,3,2.0,1880,8494,1.0,no,0,4,7,1200.0,680,1968,0,98004,47.6217,-122.192,1290,9128,03-27,spring,buy,1150000.0,1118000.0,1118000.0,1118000.0,1118000.0
3894,7767,1796350300,2014-07-10,195000.0,2,1.0,860,10400,1.0,no,0,4,6,860.0,0,1983,0,98042,47.3682,-122.096,1390,9086,07-10,summer,buy,292000.0,253500.0,253500.0,253500.0,253500.0
3895,7768,428000150,2014-07-18,269950.0,3,1.0,990,9950,1.0,no,0,5,7,990.0,0,1961,0,98056,47.5104,-122.171,1370,9260,07-18,summer,buy,380000.0,350935.0,350935.0,350935.0,350935.0
3896,7770,3528900735,2014-09-10,620000.0,3,2.25,1780,1429,3.0,no,0,3,8,1570.0,210,2007,0,98109,47.6413,-122.346,1470,1799,09-10,summer,buy,736000.0,806000.0,806000.0,806000.0,806000.0
3897,7771,3904100220,2014-12-09,276000.0,2,2.0,1480,6075,1.0,no,0,5,7,740.0,740,1919,0,98118,47.5317,-122.276,1230,6053,12-09,autumn,buy,367500.0,358800.0,358800.0,358800.0,358800.0
3898,7777,7011201016,2014-10-01,585000.0,3,2.5,1700,1156,2.0,no,2,3,9,1320.0,380,2002,0,98119,47.6373,-122.369,1710,1686,10-01,autumn,buy,744975.0,760500.0,760500.0,760500.0,760500.0
3899,7778,3028200100,2014-08-26,216000.0,2,1.0,860,9000,1.0,no,0,4,6,860.0,0,1942,0,98168,47.4801,-122.315,990,9975,08-26,summer,buy,235000.0,280800.0,280800.0,280800.0,280800.0
3900,7782,9367200205,2015-03-24,660000.0,2,1.0,1670,8195,1.0,no,0,3,7,1670.0,0,1954,1975,98033,47.6627,-122.192,1980,7500,03-24,spring,buy,678350.0,858000.0,858000.0,726000.0000000001,858000.0
3901,7783,5550300205,2015-04-13,338000.0,2,1.0,690,6400,1.0,no,0,3,6,690.0,0,1943,0,98126,47.5287,-122.367,1000,6400,04-13,spring,buy,395750.0,439400.0,439400.0,439400.0,439400.0
3902,7784,8820901415,2014-05-29,400000.0,4,2.75,1240,3867,1.0,no,0,3,7,800.0,440,1987,0,98125,47.7157,-122.284,1150,7733,05-29,spring,buy,425000.0,520000.0,520000.0,520000.0,520000.0
3903,7785,6018500120,2015-02-20,210000.0,2,1.0,900,5000,1.0,no,0,5,6,900.0,0,1930,1990,98022,47.2008,-121.995,1150,5000,02-20,winter,buy,279500.0,273000.0,273000.0,273000.0,273000.0
3904,7787,1025079086,2014-08-20,365000.0,2,1.0,960,223898,1.0,no,0,3,6,960.0,0,1985,0,98014,47.6668,-121.892,1830,230868,08-20,summer,buy,415000.0,474500.0,401500.00000000006,474500.0,474500.0
3905,7788,2621660040,2014-06-29,325000.0,5,2.75,2130,6222,1.0,no,0,3,7,1300.0,830,1991,0,98118,47.5272,-122.276,2130,6222,06-29,summer,buy,367500.0,422500.0,422500.0,422500.0,422500.0
3906,7789,8731982550,2014-12-10,245000.0,4,1.75,2020,8800,1.0,no,0,4,8,2020.0,0,1969,0,98023,47.3202,-122.384,2320,8000,12-10,autumn,buy,268450.0,318500.0,318500.0,318500.0,318500.0
3907,7790,4324500180,2014-09-26,182000.0,3,1.0,1060,7350,1.0,no,0,4,7,1060.0,0,1959,0,98032,47.3809,-122.287,1060,7350,09-26,autumn,buy,249000.0,236600.0,236600.0,236600.0,236600.0
3908,7792,251300110,2014-07-31,225000.0,3,2.25,2510,12013,2.0,no,0,3,8,2510.0,0,1988,0,98003,47.3473,-122.314,1870,8017,07-31,summer,buy,267475.0,292500.0,292500.0,292500.0,292500.0
3909,7795,8091401030,2015-04-22,240000.0,3,1.5,1070,8886,1.0,no,0,4,7,1070.0,0,1984,0,98030,47.3516,-122.166,1730,9461,04-22,spring,buy,282255.0,312000.0,312000.0,312000.0,312000.0
3910,7801,9542830690,2014-11-20,321000.0,3,2.5,2020,4183,2.0,no,0,3,7,2020.0,0,2012,0,98038,47.3658,-122.017,2030,4140,11-20,autumn,buy,342000.0,417300.0,417300.0,417300.0,417300.0
3911,7803,7454000315,2015-04-24,299500.0,2,1.0,740,6300,1.0,no,0,3,6,740.0,0,1942,0,98126,47.5158,-122.376,740,6300,04-24,spring,buy,395750.0,389350.0,389350.0,389350.0,389350.0
3912,7805,8665050450,2014-09-12,435000.0,3,2.5,1730,4065,2.0,no,0,3,8,1730.0,0,1996,0,98029,47.5668,-122.005,1730,4094,09-12,summer,buy,575000.0,565500.0,565500.0,565500.0,565500.0
3913,7806,2787320620,2014-10-10,222000.0,3,1.75,1370,8280,1.0,no,0,4,7,1370.0,0,1980,0,98031,47.4096,-122.172,1850,7820,10-10,autumn,buy,288200.0,288600.0,288600.0,288600.0,288600.0
3914,7807,5100401411,2014-10-27,485000.0,4,1.0,1210,6380,1.5,no,0,3,7,1210.0,0,1936,0,98115,47.6924,-122.321,1340,6380,10-27,autumn,buy,567000.0,630500.0,630500.0,630500.0,630500.0
3915,7809,7575620750,2014-12-22,266000.0,3,2.25,1550,6022,2.0,no,0,3,8,1550.0,0,1989,0,98003,47.3525,-122.304,1650,5627,12-22,winter,buy,267475.0,292600.0,292600.0,292600.0,345800.0
3916,7810,1529300115,2014-06-02,455000.0,2,1.0,1170,6000,1.0,no,0,4,7,970.0,200,1941,0,98103,47.6994,-122.354,2130,6002,06-02,spring,buy,550000.0,591500.0,591500.0,591500.0,591500.0
3917,7817,1311400120,2014-08-01,160000.0,3,1.75,1610,7392,1.0,no,0,4,7,1610.0,0,1964,0,98001,47.3413,-122.28,1450,7392,08-01,summer,buy,260000.0,208000.0,208000.0,208000.0,208000.0
3918,7818,1153000040,2015-04-29,650000.0,4,2.5,2240,9934,1.0,no,0,4,8,1490.0,750,1968,0,98005,47.6147,-122.166,2640,11622,04-29,spring,buy,765475.0,845000.0,845000.0,845000.0,845000.0
3919,7819,7452500530,2015-02-19,250000.0,2,1.0,850,6370,1.0,no,0,3,6,850.0,0,1951,0,98126,47.5198,-122.373,850,5170,02-19,winter,buy,395750.0,325000.0,325000.0,325000.0,325000.0
3920,7820,6300000212,2015-02-18,265000.0,2,1.5,920,1458,2.0,no,0,3,7,920.0,0,1995,0,98133,47.7081,-122.342,1110,1598,02-18,winter,buy,375000.0,344500.0,344500.0,344500.0,344500.0
3921,7822,7657600195,2014-11-05,199950.0,3,1.0,1340,7260,1.5,no,0,3,6,1340.0,0,1944,0,98178,47.4934,-122.237,1210,7260,11-05,autumn,buy,278277.0,259935.0,259935.0,259935.0,259935.0
3922,7824,2887702070,2014-10-22,490000.0,2,1.0,1420,4305,1.0,no,0,4,7,920.0,500,1941,0,98115,47.6864,-122.311,1420,4305,10-22,autumn,buy,567000.0,637000.0,637000.0,637000.0,637000.0
3923,7825,6392001005,2014-06-20,511500.0,4,1.0,1360,6000,1.5,no,0,3,7,1360.0,0,1917,0,98115,47.6854,-122.288,1710,6000,06-20,spring,buy,567000.0,664950.0,664950.0,664950.0,664950.0
3924,7826,1601600195,2015-03-19,299000.0,3,1.0,1510,6200,1.0,no,0,3,6,1010.0,500,1955,0,98118,47.5293,-122.274,1710,8623,03-19,winter,buy,367500.0,388700.0,388700.0,388700.0,388700.0
3925,7829,3830210220,2014-09-08,210000.0,3,1.0,1200,7200,1.0,no,0,3,6,1200.0,0,1977,0,98030,47.3746,-122.183,1200,7420,09-08,summer,buy,282255.0,273000.0,273000.0,273000.0,273000.0
3926,7831,3423600065,2014-06-04,540000.0,3,1.0,1050,4160,1.0,no,0,4,7,1050.0,0,1925,0,98115,47.6756,-122.3,1580,3680,06-04,spring,buy,567000.0,702000.0,702000.0,702000.0,702000.0
3927,7836,419000015,2014-09-17,299950.0,4,1.0,1170,5400,1.0,no,0,5,6,1170.0,0,1953,0,98056,47.492,-122.172,1100,5400,09-17,summer,buy,380000.0,389935.0,389935.0,389935.0,389935.0
3928,7838,6450302175,2014-11-18,342450.0,3,1.5,1280,5525,1.0,no,0,3,7,1280.0,0,1962,0,98133,47.7339,-122.336,1330,5286,11-18,autumn,buy,375000.0,445185.0,445185.0,445185.0,445185.0
3929,7841,1328300180,2014-05-09,323000.0,4,2.75,1970,7213,1.0,no,0,3,8,1170.0,800,1977,0,98058,47.4424,-122.126,1980,7045,05-09,spring,buy,335000.0,419900.0,419900.0,355300.0,419900.0
3930,7842,7866000158,2014-10-22,320000.0,4,3.0,1820,3120,1.0,no,0,3,7,1000.0,820,1997,0,98118,47.5468,-122.274,1600,5001,10-22,autumn,buy,367500.0,416000.0,416000.0,416000.0,416000.0
3931,7847,2621600015,2015-01-21,120000.0,3,1.0,1150,8924,1.0,no,0,3,6,1150.0,0,1943,0,98030,47.3865,-122.217,1492,8924,01-21,winter,buy,282255.0,156000.0,156000.0,156000.0,156000.0
3932,7848,2621600015,2015-04-30,175000.0,3,1.0,1150,8924,1.0,no,0,3,6,1150.0,0,1943,0,98030,47.3865,-122.217,1492,8924,04-30,spring,buy,282255.0,227500.0,227500.0,227500.0,227500.0
3933,7849,8005100360,2014-09-16,169900.0,3,1.0,910,5800,1.5,no,0,4,5,910.0,0,1900,0,98022,47.2068,-121.992,1400,6766,09-16,summer,buy,279500.0,220870.0,220870.0,220870.0,220870.0
3934,7851,748000145,2014-12-11,335000.0,2,1.0,1070,6678,1.0,no,0,4,7,1070.0,0,1951,0,98133,47.7315,-122.357,1680,7788,12-11,autumn,buy,375000.0,435500.0,435500.0,435500.0,435500.0
3935,7852,9191200015,2014-09-10,613200.0,3,2.75,2050,3320,1.5,no,0,4,7,1580.0,470,1927,0,98105,47.6719,-122.301,1760,4150,09-10,summer,buy,675000.0,797160.0,797160.0,797160.0,797160.0
3936,7853,1822300040,2014-05-07,420000.0,2,1.5,1040,3500,1.5,no,0,4,6,1040.0,0,1904,0,98144,47.588,-122.304,1340,1213,05-07,spring,buy,450000.0,546000.0,546000.0,546000.0,546000.0
3937,7855,3331500940,2014-06-17,342000.0,2,1.0,740,6180,1.0,no,0,3,6,740.0,0,1948,0,98118,47.5517,-122.272,1330,4635,06-17,spring,buy,367500.0,444600.0,444600.0,376200.00000000006,444600.0
3938,7859,23500180,2014-05-05,570000.0,3,2.25,2010,6000,1.0,no,0,3,8,1330.0,680,1975,0,98052,47.6912,-122.115,2080,8260,05-05,spring,buy,615000.0,741000.0,741000.0,741000.0,741000.0
3939,7861,1189000207,2014-10-21,387000.0,2,2.5,1170,1394,2.0,no,0,3,8,1170.0,0,2001,0,98122,47.6131,-122.297,1250,3136,10-21,autumn,buy,572000.0,503100.0,503100.0,503100.0,503100.0
3940,7862,1771110720,2014-05-21,330000.0,3,1.0,1250,9126,1.0,no,0,3,7,1250.0,0,1969,0,98077,47.7554,-122.076,1440,10620,05-21,spring,buy,652475.0,429000.0,429000.0,429000.0,429000.0
3941,7863,224069010,2014-07-25,653450.0,3,2.5,2070,49658,1.0,no,0,4,8,1540.0,530,1980,0,98075,47.5936,-122.013,2620,35160,07-25,summer,buy,739999.0,849485.0,849485.0,849485.0,849485.0
3942,7864,3630060040,2014-09-11,285000.0,2,1.0,1050,3088,1.0,no,0,3,7,1050.0,0,2005,0,98029,47.5471,-121.996,1890,2772,09-11,summer,buy,575000.0,370500.0,370500.0,370500.0,370500.0
3943,7865,3211100450,2014-08-14,217000.0,3,1.0,1400,7800,1.0,no,0,3,7,1400.0,0,1962,0,98059,47.4789,-122.159,1400,7800,08-14,summer,buy,435000.0,282100.0,282100.0,282100.0,282100.0
3944,7866,1245003255,2015-02-23,615000.0,3,1.0,1120,12500,1.0,no,0,4,7,1120.0,0,1977,0,98033,47.6842,-122.2,2380,10000,02-23,winter,buy,678350.0,799500.0,799500.0,799500.0,799500.0
3945,7869,6802200110,2014-10-29,231200.0,3,2.0,1400,8821,1.0,no,0,3,7,1400.0,0,1991,0,98022,47.1949,-121.989,1450,8721,10-29,autumn,buy,279500.0,300560.0,300560.0,300560.0,300560.0
3946,7871,3445400120,2014-07-25,267500.0,3,1.5,1390,2153,2.0,no,0,3,7,1390.0,0,2001,0,98118,47.5506,-122.29,1100,2617,07-25,summer,buy,367500.0,347750.0,347750.0,347750.0,347750.0
3947,7873,106000015,2014-06-19,435000.0,3,1.75,1310,8065,1.0,no,0,4,6,1310.0,0,1948,0,98117,47.701,-122.368,1420,8100,06-19,spring,buy,544000.0,565500.0,565500.0,565500.0,565500.0
3948,7874,9459200110,2014-06-10,315000.0,2,1.0,1740,3622,1.0,no,0,4,7,950.0,790,1924,0,98118,47.5541,-122.29,1270,3800,06-10,spring,buy,367500.0,409500.0,409500.0,409500.0,409500.0
3949,7875,3448000410,2014-05-13,354901.0,3,2.5,1490,1709,3.0,no,0,3,8,1490.0,0,2004,0,98125,47.7173,-122.299,1364,1709,05-13,spring,buy,425000.0,461371.3,461371.3,461371.3,461371.3
3950,7876,8682281220,2014-10-14,439888.0,2,2.0,1300,6515,1.0,no,0,3,8,1300.0,0,2005,0,98053,47.7078,-122.013,1640,6009,10-14,autumn,buy,635000.0,571854.4,571854.4,571854.4,571854.4
3951,7878,8093600065,2014-12-31,205000.0,4,1.0,1030,6621,1.0,no,0,4,6,1030.0,0,1955,0,98055,47.4857,-122.221,1420,6631,12-31,winter,buy,294950.0,266500.0,266500.0,266500.0,266500.0
3952,7879,4137030040,2014-06-12,299995.0,3,2.5,1970,7500,2.0,no,0,3,8,1970.0,0,1988,0,98092,47.2658,-122.218,1950,8220,06-12,spring,buy,309780.0,389993.5,329994.5,389993.5,389993.5
3953,7880,5126900100,2014-09-23,150000.0,2,1.0,790,7275,1.0,no,0,4,6,790.0,0,1944,0,98058,47.4771,-122.174,850,7399,09-23,autumn,buy,335000.0,195000.0,195000.0,195000.0,195000.0
3954,7884,8856500120,2015-02-10,278800.0,4,2.5,2440,7797,1.0,no,0,3,8,1560.0,880,1965,0,98031,47.3895,-122.222,2090,8100,02-10,winter,buy,288200.0,362440.0,362440.0,362440.0,362440.0
3955,7885,5015000180,2014-11-10,713500.0,3,2.0,1720,4200,2.0,no,0,3,8,1720.0,0,1908,1992,98112,47.6285,-122.301,1720,4200,11-10,autumn,buy,915000.0,927550.0,927550.0,927550.0,927550.0
3956,7887,9268200348,2014-10-28,439000.0,5,2.0,2610,5009,1.0,no,0,3,7,1710.0,900,1988,0,98117,47.6969,-122.366,1600,5040,10-28,autumn,buy,544000.0,570700.0,570700.0,570700.0,570700.0
3957,7888,9195700040,2014-09-26,425000.0,3,2.0,1500,8086,1.0,no,0,3,7,1060.0,440,1981,0,98027,47.5584,-122.081,1550,8086,09-26,autumn,buy,570500.0,552500.0,552500.0,552500.0,552500.0
3958,7889,8798000100,2014-08-25,252500.0,4,2.5,2600,11280,1.5,no,0,3,7,1570.0,1030,1961,0,98003,47.336,-122.304,1660,11200,08-25,summer,buy,267475.0,328250.0,328250.0,328250.0,328250.0
3959,7890,304000530,2014-05-12,185000.0,3,1.5,1370,8470,1.0,no,0,4,7,1370.0,0,1961,0,98092,47.2874,-122.192,1710,8800,05-12,spring,buy,309780.0,240500.0,240500.0,240500.0,240500.0
3960,7891,3575304895,2014-09-23,406550.0,5,2.75,2400,15781,1.0,no,0,4,7,1200.0,1200,1974,0,98074,47.622,-122.059,2390,7500,09-23,autumn,buy,642000.0,528515.0,528515.0,528515.0,528515.0
3961,7892,9406500540,2014-06-30,243000.0,2,1.5,1068,1758,2.0,no,0,3,7,1068.0,0,1990,0,98028,47.7527,-122.244,1078,1315,06-30,summer,buy,445000.0,315900.0,315900.0,315900.0,315900.0
3962,7893,6071800410,2014-12-01,500000.0,3,1.5,2220,8994,1.0,no,0,4,8,1110.0,1110,1962,0,98006,47.5473,-122.172,2220,8994,12-01,autumn,buy,760184.5,650000.0,650000.0,650000.0,650000.0
3963,7894,2122049013,2015-05-13,204750.0,2,1.0,880,7575,1.0,no,0,4,7,880.0,0,1942,0,98198,47.3757,-122.304,1800,7575,05-13,spring,buy,265000.0,266175.0,266175.0,266175.0,266175.0
3964,7895,5470100220,2014-09-09,222000.0,3,1.5,1310,9273,1.0,no,0,4,7,1310.0,0,1968,0,98042,47.3683,-122.147,1710,9600,09-09,summer,buy,292000.0,288600.0,288600.0,288600.0,288600.0
3965,7896,6623400246,2014-05-23,200000.0,4,1.0,1350,11507,1.0,no,0,3,7,1350.0,0,1966,0,98055,47.4269,-122.197,1320,25675,05-23,spring,buy,294950.0,260000.0,260000.0,260000.0,260000.0
3966,7897,3918400028,2014-10-21,367000.0,3,2.25,1400,1320,3.0,no,2,3,8,1400.0,0,2006,0,98133,47.7147,-122.356,1490,1449,10-21,autumn,buy,375000.0,403700.00000000006,477100.0,403700.00000000006,477100.0
3967,7898,1422700040,2015-05-14,183000.0,3,1.0,1170,7320,1.0,no,0,3,7,1170.0,0,1962,0,98188,47.4685,-122.282,2040,7320,05-14,spring,buy,264000.0,237900.0,237900.0,237900.0,237900.0
3968,7899,7660100336,2014-12-10,300000.0,3,2.5,1020,1570,2.0,no,0,3,7,720.0,300,2004,0,98144,47.5871,-122.317,1470,1249,12-10,autumn,buy,450000.0,390000.0,390000.0,390000.0,390000.0
3969,7900,6145602240,2014-08-19,369000.0,3,1.75,1300,3844,1.0,no,0,3,7,1300.0,0,1985,0,98133,47.7024,-122.355,1290,3844,08-19,summer,buy,375000.0,405900.00000000006,479700.0,405900.00000000006,479700.0
3970,7904,3750605620,2015-03-24,225000.0,3,1.75,1580,14400,1.0,no,0,4,7,1580.0,0,1981,0,98001,47.2598,-122.281,1480,9600,03-24,spring,buy,260000.0,292500.0,292500.0,292500.0,292500.0
3971,7908,9407100730,2015-01-29,329000.0,3,1.75,1230,10725,1.0,no,0,3,7,1230.0,0,1980,0,98045,47.4431,-121.772,1250,10170,01-29,winter,buy,399500.0,427700.0,427700.0,427700.0,427700.0
3972,7912,2896400300,2015-03-19,435000.0,4,2.25,1780,2684,2.0,no,0,3,7,1780.0,0,2002,0,98072,47.7642,-122.149,1670,2426,03-19,winter,buy,515000.0,565500.0,565500.0,565500.0,565500.0
3973,7915,3820350120,2014-08-22,310000.0,3,2.5,1590,3359,2.0,no,0,3,7,1590.0,0,2000,0,98019,47.7349,-121.986,1820,3383,08-22,summer,buy,401250.0,403000.0,403000.0,403000.0,403000.0
3974,7916,4235400097,2014-12-02,443750.0,3,2.25,1460,968,2.0,no,0,3,7,1140.0,320,2003,0,98199,47.6601,-122.4,1460,1531,12-02,autumn,buy,689800.0,576875.0,576875.0,576875.0,576875.0
3975,7917,2757000040,2014-06-05,795000.0,4,2.25,2070,13084,1.0,no,0,4,8,1700.0,370,1967,0,98040,47.5606,-122.222,2520,10180,06-05,spring,buy,993750.0,1033500.0,1033500.0,1033500.0,1033500.0
3976,7920,345700040,2014-07-29,315000.0,2,1.0,1010,7338,2.0,no,0,4,7,1010.0,0,1981,0,98056,47.5123,-122.19,1220,7719,07-29,summer,buy,380000.0,409500.0,409500.0,409500.0,409500.0
3977,7922,1771000690,2014-05-28,305000.0,3,1.0,1160,11776,1.0,no,0,3,7,1160.0,0,1968,0,98077,47.7427,-122.074,1160,10050,05-28,spring,buy,652475.0,396500.0,396500.0,396500.0,396500.0
3978,7924,2770601800,2014-10-24,525000.0,3,1.75,1560,6000,1.0,no,0,3,6,780.0,780,1944,0,98199,47.6501,-122.384,1560,1734,10-24,autumn,buy,689800.0,682500.0,682500.0,682500.0,682500.0
3979,7925,5309100515,2015-01-20,537000.0,4,1.75,1580,3635,1.0,no,0,4,7,790.0,790,1910,0,98117,47.6795,-122.371,1190,3638,01-20,winter,buy,544000.0,698100.0,698100.0,590700.0,698100.0
3980,7926,984210850,2015-02-17,279950.0,3,1.75,1660,8303,1.0,no,0,3,7,1380.0,280,1974,0,98058,47.4366,-122.171,1740,8320,02-17,winter,buy,335000.0,363935.0,363935.0,363935.0,363935.0
3981,7927,924059233,2014-12-08,659000.0,4,2.0,2350,9329,2.0,no,0,3,8,2350.0,0,1977,0,98005,47.583,-122.17,1640,9403,12-08,autumn,buy,765475.0,856700.0,856700.0,856700.0,856700.0
3982,7928,5029451080,2014-08-21,203000.0,2,1.0,1440,6650,1.0,no,0,3,7,970.0,470,1980,0,98023,47.2896,-122.369,1600,6847,08-21,summer,buy,268450.0,263900.0,263900.0,263900.0,263900.0
3983,7930,5419800220,2014-06-10,250000.0,3,1.75,1590,7560,1.0,no,0,3,7,1130.0,460,1984,0,98031,47.4016,-122.18,1500,7560,06-10,spring,buy,288200.0,325000.0,325000.0,325000.0,325000.0
3984,7931,1839500065,2014-08-05,279000.0,3,1.0,1400,9450,1.0,no,0,4,7,1060.0,340,1955,0,98056,47.5051,-122.194,1400,8108,08-05,summer,buy,380000.0,362700.0,362700.0,362700.0,362700.0
3985,7938,824069113,2014-09-24,545000.0,3,2.25,2290,14585,2.0,no,0,3,8,2290.0,0,1981,0,98075,47.5874,-122.074,1660,36961,09-24,autumn,buy,739999.0,708500.0,708500.0,708500.0,708500.0
3986,7940,8146100410,2014-08-05,760000.0,3,1.5,1170,7645,1.0,no,0,4,7,1170.0,0,1955,0,98004,47.6077,-122.194,1870,7678,08-05,summer,buy,1150000.0,988000.0,988000.0,988000.0,988000.0
3987,7941,5101400838,2014-09-16,450000.0,3,1.75,1830,5488,1.0,no,2,4,7,1010.0,820,1939,0,98115,47.6914,-122.309,1200,5488,09-16,summer,buy,567000.0,585000.0,585000.0,585000.0,585000.0
3988,7943,1061400360,2014-07-01,280000.0,3,1.0,1090,10710,1.0,no,0,4,7,1090.0,0,1962,0,98056,47.5,-122.169,1090,10440,07-01,summer,buy,380000.0,364000.0,364000.0,364000.0,364000.0
3989,7945,425400115,2014-07-15,237000.0,3,1.0,1160,6132,1.0,no,0,4,7,1160.0,0,1958,0,98056,47.5015,-122.173,1280,6132,07-15,summer,buy,380000.0,308100.0,308100.0,308100.0,308100.0
3990,7946,2436700315,2014-10-14,441500.0,2,1.75,1010,4000,1.5,no,0,5,7,1010.0,0,1919,0,98105,47.6665,-122.287,1470,4000,10-14,autumn,buy,675000.0,573950.0,573950.0,573950.0,573950.0
3991,7947,1545803520,2015-01-26,251000.0,3,2.0,1650,7930,1.0,no,0,4,7,1650.0,0,1989,0,98038,47.3617,-122.05,1510,7930,01-26,winter,buy,342000.0,326300.0,326300.0,326300.0,326300.0
3992,7948,257000037,2014-12-29,200000.0,3,1.0,2120,31564,1.0,no,0,3,7,1220.0,900,1942,0,98168,47.4938,-122.298,1790,11571,12-29,winter,buy,235000.0,260000.0,260000.0,260000.0,260000.0
3993,7949,5016000315,2014-06-16,332000.0,1,1.0,960,2640,1.0,no,0,3,7,760.0,200,1908,0,98112,47.6223,-122.294,1620,3759,06-16,spring,buy,915000.0,431600.0,431600.0,431600.0,431600.0
